product_name,product_price,Rate,Review,Summary,Sentiment
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,5,great product,totallyworth the amount i am fully satisfied with the product its worth evry penny but i would have been more satisfied if there was a cover for the charging port as wellas dust can easily go inside the port otherwise great product by oneplus ordered and got it delivered before 24 hours i would submit another review after 1 month todays 4722,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,4,nice product,sound quality is excellent bass is awesome balanced bass and treblebuild quality is good but one plus z bass edition has better build quality in comparison of thisbattery backup is awesome as per commitment it is actual approximately 28 hourswire texture looks premium quality very comfortableoverall value for money neckband wireless earphone in this price segment dont go with bad reviews its really awesome,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,5,simply awesome,excellent product superb bass worth for money full clear and crisp sound battery is very powerful,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,3,does the job,as a matter of giving review about this product i m using dis from three week so giving 3 out of 5 because one plus didnt improve the sound quality at all they r giving same sound quality as the previous version except the bass bass is little bit high and most of all the battery life is good from the last version base edition but not as good as they are claiming 30 hours it is hardly giving 1516hours battery backup thats why i am giving the 3 stars for same sound quality a,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,5,best in the market!,am never feel the experience of wireless earphones before it so its my first bought to go for oneplus brand even its from china well i love the sound quality still have to check the battery backup but its works awesome very light weight price is need to little low but its fine to go for it and i loved it,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,4,good quality product,actually nothing changed too much in sound there is change only in size of ear buds and button i have both oneplus z bass edition and this new one but i found almost same even fitting of earbud is good of previous one if you have z bass edition then i will not recommend you to upgrade but if you want more battery backup then you can go for it,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,5,classy product,wireless bullets are first impressions are impressive this price never come this price with this quality and sound was awesome1 sound was amazing i am sony wire headset since 5 years i will see lot of head set i dont like 2 build quality was good3 actually iam bass lover iam waiting for best bass in wireless bullets with best quality this is right one for bass lovers4 price is worth bull5 you can choose this one,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,1,worthless,dont buy this product during the call other ends voice is very low and on the top of flipkart will never support in rufunds this is geniune feedback after using the working product after few days for music listening this headphone has great voice output,neutral
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,5,fabulous!,i will say in one word it is fantastic awesome fabulous marvellous it is one of the good best bluethoot neckband because of the sound the bass the mic the battery the call quality the way of design is very very very good for the year of 2022 the oneplus bluethoot is more far better than other bluethoot neckband so it called by the people one is all i e oneplus bluethoot wireless z2 overall it is very good product so i am really happy fully satisfied with this product so guys it,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,3,fair,in summary good built comfortable and decent battry backup with bass heavy soundso you will not get a balanced sound bass is present in every bit of voice and volume level and i dont like the muffled bass voices while listning songs or watching movies unless its an pop song but if you are looking for decent built and very good comfort for all day use then you can buy them definitely,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,5,brilliant,battery backup excellent charging speed excellent sound quality excellent build quality very goodaudio of video latency fair fair good very good excellent,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,2,moderate,1 in terms of build quality poor oneplus bullets wireless z was 10 times better then this price was same of this but that was more comfortable around your neck the quality of rubbing so good but in this one you will find no difference between oneplus and any other brands neck band2 connectivity i bought it recently 2 days back and im already facing connectivity issue after detaching these ear burds it should be auto connect to your phone but sometimes its not working also it,negative
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,4,worth the money,i own z1 bass edition and i can say that the build quality is decreased the thickness of the band is decreased and the magnet is also less effective if compared with z1 bass edition only battery is improved and little bit sound increase still i love one plus,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,2,could be way better,my honest review after using past 1 week oneplus wireless z2 bass edition does not have loud sound ear pain due to little big design as compared to wireless z bass editionloud sound no 2 stardesign 2 starbattery 5 starbuild quality 4 starnote i prefer to use oneplus wireless z bass edition for good quality sound and good bass wireless bass edition z2 is not satisfied and dont buy these earphonesthere is no refund policy for this product,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,5,brilliant,very very good and wonderful neckband i have never used a neckband like this worth for going for it a honest review after use of 1 month,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,5,perfect product!,nice product,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,5,simply awesome,music quality nice,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,1,not recommended at all,worst response from flipkart i received a product is problem one side speaker is not working so i told give me replacement of the product r refund till now not responding so guy dont buy from flipkart,negative
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,5,great product,its awesome bass and nice battery backup best buy,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,5,great product,positive experience,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,5,classy product,good earphone this is one of the best neckband in this priceif u use one then really u cannot use other earphone,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,4,nice product,ok,neutral
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,5,best in the market!,very good qualitysound quality is very goodvalue for money,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,5,worth every penny,such a great product it is value for moneyyou can go for it without thinking twice,positive
"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset??????(Magico Black, In the Ear)",1999,4,good quality product,one plus brand is always good,positive
